NUM,PAR,CHAR,TARGET,OOV,#Pred: Ours,#RK: Ours,#RK: iPhone
5819,8, ,is,,the,3267,3034
5820,8,i,is,,its,3268,3035
5821,8,s,is,,is,3269,
5822,8, ,testing,,also,3270,3036
5823,8,t,testing,,the,3271,3037
5824,8,e,testing,,technically,3272,3038
5825,8,s,testing,,testing,3273,3039
5826,8,t,testing,,testing,,
5827,8,i,testing,,testing,,
5828,8,n,testing,,testing,,
5829,8,g,testing,,testing,,
5830,8, ,land,,of,3274,3040
5831,8,l,land,,like,3275,3041
5832,8,a,land,,land,3276,3042
5833,8,n,land,,land,,3043
5834,8,d,land,,land,,
5835,8, ,and,,in,3277,3044
5836,8,a,and,,and,3278,
5837,8,n,and,,and,,
5838,8,d,and,,and,,
5839,8, ,submarine-based,oov,other,3279,3045
5840,8,s,submarine-based,oov,south,3280,3046
5841,8,u,submarine-based,oov,submarines,3281,3047
5842,8,b,submarine-based,oov,suburban,3282,3048
5843,8,m,submarine-based,oov,submission,3283,3049
5844,8,a,submarine-based,oov,submarine,3284,3050
5845,8,r,submarine-based,oov,suburbs,3285,3051
5846,8,i,submarine-based,oov,submitted,3286,3052
5847,8,n,submarine-based,oov,submissions,3287,3053
5848,8,e,submarine-based,oov,submitting,3288,3054
5849,8,-,submarine-based,oov,sub-prime,3289,3055
5850,8,b,submarine-based,oov,sub-orbital,3290,3056
5851,8,a,submarine-based,oov,sub-committee,3291,3057
5852,8,s,submarine-based,oov,superheated,3292,3058
5853,8,e,submarine-based,oov,highest,3293,3059
5854,8,d,submarine-based,oov,batteries,3294,3060
5855,8, ,ballistic,,surveillance,3295,3061
5856,8,b,ballistic,,by,3296,3062
5857,8,a,ballistic,,banks,3297,3063
5858,8,l,ballistic,,tablet,3298,3064
5859,8,l,ballistic,,ball,3299,3065
5860,8,i,ballistic,,ballistic,3300,3066
5861,8,s,ballistic,,ballistic,,
5862,8,t,ballistic,,ballistic,,
5863,8,i,ballistic,,ballistic,,
5864,8,c,ballistic,,ballistic,,
5865,8, ,missiles,,missiles,3301,3067
5866,8,m,missiles,,missiles,,3068
5867,8,i,missiles,,missiles,,3069
5868,8,s,missiles,,missiles,,3070
5869,8,s,missiles,,missiles,,3071
5870,8,i,missiles,,missiles,,3072
5871,8,l,missiles,,missiles,,3073
5872,8,e,missiles,,missiles,,3074
5873,8,s,missiles,,missiles,,3075
5874,8, ,.,,.,3302,3076
5875,8,.,.,,.,,3077
5876,8, ,iran,,the,3303,3078
5877,8,i,iran,,in,3304,3079
5878,8,r,iran,,iran,3305,3080
5879,8,a,iran,,iran,,3081
5880,8,n,iran,,iran,,3082
5881,8, ,is,,is,3306,3083
5882,8,i,is,,is,,3084
5883,8,s,is,,is,,3085
5884,8, ,testing,,considering,3307,3086
5885,8,t,testing,,the,3308,3087
5886,8,e,testing,,terrorism,3309,3088
5887,8,s,testing,,testing,3310,3089
5888,8,t,testing,,testing,,
5889,8,i,testing,,testing,,
5890,8,n,testing,,testing,,
5891,8,g,testing,,testing,,
5892,8, ,long-range,,and,3311,3090
5893,8,l,long-range,,like,3312,3091
5894,8,o,long-range,,locations,3313,3092
5895,8,n,long-range,,long-term,3314,3093
5896,8,g,long-range,,about,3315,3094
5897,8,-,long-range,,long-running,3316,3095
5898,8,r,long-range,,.,3317,3096
5899,8,a,long-range,,when,3318,3097
5900,8,n,long-range,,have,3319,3098
5901,8,g,long-range,,it,3320,3099
5902,8,e,long-range,,that,3321,3100
5903,8, ,missiles,,and,3322,3101
5904,8,m,missiles,,me,3323,3102
5905,8,i,missiles,,minority,3324,3103
5906,8,s,missiles,,missiles,3325,3104
5907,8,s,missiles,,missiles,,3105
5908,8,i,missiles,,missiles,,3106
5909,8,l,missiles,,missiles,,3107
5910,8,e,missiles,,missiles,,3108
5911,8,s,missiles,,missiles,,3109
5912,8, ,that,,.,3326,3110
5913,8,t,that,,that,3327,3111
5914,8,h,that,,that,,
5915,8,a,that,,that,,
5916,8,t,that,,that,,
5917,8, ,can,,have,3328,3112
5918,8,c,can,,contain,3329,3113
5919,8,a,can,,can,3330,3114
5920,8,n,can,,can,,
5921,8, ,carry,,be,3331,3115
5922,8,c,carry,,control,3332,3116
5923,8,a,carry,,cause,3333,
5924,8,r,carry,,carry,3334,
5925,8,r,carry,,carry,,
5926,8,y,carry,,carry,,
5927,8, ,warheads,,out,3335,3117
5928,8,w,warheads,,what,3336,3118
5929,8,a,warheads,,water,3337,3119
5930,8,r,warheads,,war,3338,3120
5931,8,h,warheads,,warrant,3339,3121
5932,8,e,warheads,,warheads,3340,
5933,8,a,warheads,,warheads,,
5934,8,d,warheads,,warheads,,
5935,8,s,warheads,,warheads,,
5936,8, ,purchased,,and,3341,3122
5937,8,p,purchased,,present,3342,3123
5938,8,u,purchased,,put,3343,3124
5939,8,r,purchased,,purchased,3344,3125
5940,8,c,purchased,,purchased,,3126
5941,8,h,purchased,,purchased,,
5942,8,a,purchased,,purchased,,
5943,8,s,purchased,,purchased,,
5944,8,e,purchased,,purchased,,
5945,8,d,purchased,,purchased,,
5946,8, ,from,,the,3345,3127
5947,8,f,from,,from,3346,
5948,8,r,from,,from,,
5949,8,o,from,,from,,
5950,8,m,from,,from,,
5951,8, ,north,,the,3347,3128
5952,8,n,north,,north,3348,3129
5953,8,o,north,,north,,3130
5954,8,r,north,,north,,
5955,8,t,north,,north,,
5956,8,h,north,,north,,
5957,8, ,korea,,korea,3349,3131
5958,8,k,korea,,korea,,3132
5959,8,o,korea,,korea,,3133
5960,8,r,korea,,korea,,3134
5961,8,e,korea,,korea,,3135
5962,8,a,korea,,korea,,3136
5963,8, ,and,,and,3350,3137
5964,8,a,and,,and,,
5965,8,n,and,,and,,
5966,8,d,and,,and,,
5967,8, ,the,,the,3351,3138
5968,8,t,the,,the,,
5969,8,h,the,,the,,
5970,8,e,the,,the,,
5971,8, ,list,,united,3352,3139
5972,8,l,list,,last,3353,3140
5973,8,i,list,,like,3354,3141
5974,8,s,list,,lisa,3355,3142
5975,8,t,list,,list,3356,
5976,8, ,goes,,of,3357,3143
5977,8,g,goes,,gives,3358,3144
5978,8,o,goes,,goes,3359,3145
5979,8,e,goes,,goes,,
5980,8,s,goes,,goes,,
5981,8, ,on,,on,3360,3146
5982,8,o,on,,on,,
5983,8,n,on,,on,,
5984,8, ,.,,to,3361,3147
5985,8,.,.,,.,3362,3148
5986,9,l,less,,lt.,3363,3149
5987,9,e,less,,let,3364,3150
5988,9,s,less,,less,3365,3151
5989,9,s,less,,less,,3152
5990,9, ,than,,than,3366,3153
5991,9,t,than,,than,,
5992,9,h,than,,than,,
5993,9,a,than,,than,,
5994,9,n,than,,than,,
5995,9, ,two,,25,3367,3154
5996,9,t,two,,ten,3368,
5997,9,w,two,,two,3369,
5998,9,o,two,,two,,
5999,9, ,minutes,,hours,3370,3155
6000,9,m,minutes,,minutes,3371,3156
6001,9,i,minutes,,minutes,,
6002,9,n,minutes,,minutes,,
6003,9,u,minutes,,minutes,,
6004,9,t,minutes,,minutes,,
6005,9,e,minutes,,minutes,,
6006,9,s,minutes,,minutes,,
6007,9, ,into,,after,3372,3157
6008,9,i,into,,in,3373,3158
6009,9,n,into,,into,3374,3159
6010,9,t,into,,into,,
6011,9,o,into,,into,,
6012,9, ,the,,the,3375,3160
6013,9,t,the,,the,,
6014,9,h,the,,the,,
6015,9,e,the,,the,,
6016,9, ,second,,game,3376,3161
6017,9,s,second,,second,3377,3162
6018,9,e,second,,second,,
6019,9,c,second,,second,,
6020,9,o,second,,second,,
6021,9,n,second,,second,,
6022,9,d,second,,second,,
6023,9, ,half,,quarter,3378,3163
6024,9,h,half,,half,3379,
6025,9,a,half,,half,,
6026,9,l,half,,half,,
6027,9,f,half,,half,,
6028,9, ,lima,,.,3380,3164
6029,9,l,lima,,later,3381,3165
6030,9,i,lima,,liverpool,3382,3166
6031,9,m,lima,,limited,3383,3167
6032,9,a,lima,,opened,3384,3168
6033,9, ,scored,,was,3385,3169
6034,9,s,scored,,started,3386,3170
6035,9,c,scored,,scored,3387,3171
6036,9,o,scored,,scored,,
6037,9,r,scored,,scored,,
6038,9,e,scored,,scored,,
6039,9,d,scored,,scored,,
6040,9, ,an,,the,3388,3172
6041,9,a,an,,a,3389,3173
6042,9,n,an,,another,3390,3174
6043,9, ,equaliser,,opening,3391,3175
6044,9,e,equaliser,,escape,3392,3176
6045,9,q,equaliser,,equal,3393,3177
6046,9,u,equaliser,,equivalent,3394,3178
6047,9,a,equaliser,,equatorial,3395,3179
6048,9,l,equaliser,,equaliser,3396,3180
6049,9,i,equaliser,,equaliser,,3181
6050,9,s,equaliser,,equaliser,,3182
6051,9,e,equaliser,,equaliser,,3183
6052,9,r,equaliser,,equaliser,,3184
6053,9, ,for,,in,3397,3185
6054,9,f,for,,for,3398,3186
6055,9,o,for,,for,,
6056,9,r,for,,for,,
6057,9, ,russia,,the,3399,3187
6058,9,r,russia,,rain,3400,3188
6059,9,u,russia,,running,3401,3189
6060,9,s,russia,,russia,3402,3190
6061,9,s,russia,,russia,,3191
6062,9,i,russia,,russia,,3192
6063,9,a,russia,,russia,,3193
6064,9, ,.,,.,3403,3194
6065,9,.,.,,.,,3195
6066,9, ,but,,the,3404,3196
6067,9,b,but,,but,3405,3197
6068,9,u,but,,but,,
6069,9,t,but,,but,,
6070,9, ,argentina's,oov,i,3406,3198
6071,9,a,argentina's,oov,at,3407,3199
6072,9,r,argentina's,oov,are,3408,3200
6073,9,g,argentina's,oov,arguing,3409,3201
6074,9,e,argentina's,oov,argentina,3410,3202
6075,9,n,argentina's,oov,arguments,3411,3203
6076,9,t,argentina's,oov,argument,3412,3204
6077,9,i,argentina's,oov,argentine,3413,3205
6078,9,n,argentina's,oov,arguably,3414,3206
6079,9,a,argentina's,oov,meeting,3415,3207
6080,9,',argentina's,oov,southwestern,3416,3208
6081,9,s,argentina's,oov,telephone,3417,3209
6082,9, ,scored,,first,3418,3210
6083,9,s,scored,,show,3419,3211
6084,9,c,scored,,score,3420,3212
6085,9,o,scored,,scottish,3421,
6086,9,r,scored,,scored,3422,
6087,9,e,scored,,scored,,
6088,9,d,scored,,scored,,
6089,9, ,two,,the,3423,3213
6090,9,t,two,,two,3424,
6091,9,w,two,,two,,
6092,9,o,two,,two,,
6093,9, ,goals,,minutes,3425,3214
6094,9,g,goals,,goals,3426,
6095,9,o,goals,,goals,,
6096,9,a,goals,,goals,,
6097,9,l,goals,,goals,,
6098,9,s,goals,,goals,,
6099,9, ,in,,with,3427,3215
6100,9,i,in,,in,3428,3216
6101,9,n,in,,in,,
6102,9, ,quick,,the,3429,3217
6103,9,q,quick,,question,3430,3218
6104,9,u,quick,,quick,3431,3219
6105,9,i,quick,,quick,,3220
6106,9,c,quick,,quick,,
6107,9,k,quick,,quick,,
6108,9, ,succession,,succession,3432,3221
6109,9,s,succession,,succession,,3222
6110,9,u,succession,,succession,,
6111,9,c,succession,,succession,,
6112,9,c,succession,,succession,,
6113,9,e,succession,,succession,,
6114,9,s,succession,,succession,,
6115,9,s,succession,,succession,,
6116,9,i,succession,,succession,,
6117,9,o,succession,,succession,,
6118,9,n,succession,,succession,,
6119,9, ,as,,.,3433,3223
6120,9,a,as,,and,3434,
6121,9,s,as,,as,3435,
6122,9, ,la,,a,3436,3224
6123,9,l,la,,long,3437,3225
6124,9,a,la,,large,3438,3226
6125,9, ,albiceleste,oov,.,3439,3227
6126,9,a,albiceleste,oov,as,3440,3228
6127,9,l,albiceleste,oov,all,3441,3229
6128,9,b,albiceleste,oov,an,3442,3230
6129,9,i,albiceleste,oov,their,3443,3231
6130,9,c,albiceleste,oov,for,3444,3232
6131,9,e,albiceleste,oov,a,3445,3233
6132,9,l,albiceleste,oov,oppression,3446,3234
6133,9,e,albiceleste,oov,illustrates,3447,3235
6134,9,s,albiceleste,oov,outcomes,3448,3236
6135,9,t,albiceleste,oov,ought,3449,3237
6136,9,e,albiceleste,oov,typically,3450,3238
6137,9, ,lead,,.,3451,3239
6138,9,l,lead,,last,3452,3240
6139,9,e,lead,,less,3453,3241
6140,9,a,lead,,lead,3454,
6141,9,d,lead,,lead,,
6142,9, ,42,oov,.,3455,3242
6143,9,4,42,oov,40,3456,3243
6144,9,2,42,oov,42,3457,3244
6145,9,.,42,oov,!!!,3458,3245
6146,9, ,in,,the,3459,3246
6147,9,i,in,,in,3460,3247
6148,9,n,in,,in,,
6149,9, ,the,,the,3461,3248
6150,9,t,the,,the,,
6151,9,h,the,,the,,
6152,9,e,the,,the,,
6153,9, ,dying,,end,3462,3249
6154,9,d,dying,,day,3463,3250
6155,9,y,dying,,dying,3464,3251
6156,9,i,dying,,dying,,
6157,9,n,dying,,dying,,
6158,9,g,dying,,dying,,
6159,9, ,moments,,minutes,3465,3252
6160,9,m,moments,,months,3466,3253
6161,9,o,moments,,moments,3467,3254
6162,9,m,moments,,moments,,3255
6163,9,e,moments,,moments,,
6164,9,n,moments,,moments,,
6165,9,t,moments,,moments,,
6166,9,s,moments,,moments,,
6167,9, ,of,,of,3468,3256
6168,9,o,of,,of,,
6169,9,f,of,,of,,
6170,9, ,the,,the,3469,3257
6171,9,t,the,,the,,
6172,9,h,the,,the,,
6173,9,e,the,,the,,
6174,9, ,game,,world,3470,3258
6175,9,g,game,,game,3471,3259
6176,9,a,game,,game,,
6177,9,m,game,,game,,
6178,9,e,game,,game,,
6179,9, ,constantino,oov,.,3472,3260
6180,9,c,constantino,oov,can,3473,3261
6181,9,o,constantino,oov,could,3474,3262
6182,9,n,constantino,oov,consisting,3475,3263
6183,9,s,constantino,oov,conspiracy,3476,3264
6184,9,t,constantino,oov,constitution,3477,3265
6185,9,a,constantino,oov,constant,3478,3266
6186,9,n,constantino,oov,constantly,3479,3267
6187,9,t,constantino,oov,constabulary,3480,3268
6188,9,i,constantino,oov,construction,3481,3269
6189,9,n,constantino,oov,constable,3482,3270
6190,9,o,constantino,oov,constellation,3483,3271
6191,9, ,vaporaki,oov,.,3484,3272
6192,9,v,vaporaki,oov,video,3485,3273
6193,9,a,vaporaki,oov,valley,3486,3274
6194,9,p,vaporaki,oov,which,3487,3275
6195,9,o,vaporaki,oov,country,3488,3276
6196,9,r,vaporaki,oov,country's,3489,3277
6197,9,a,vaporaki,oov,feeling,3490,3278
6198,9,k,vaporaki,oov,second,3491,3279
6199,9,i,vaporaki,oov,variation,3492,3280
6200,9, ,scored,,was,3493,3281
6201,9,s,scored,,scored,3494,3282
6202,9,c,scored,,scored,,3283
6203,9,o,scored,,scored,,3284
6204,9,r,scored,,scored,,3285
6205,9,e,scored,,scored,,3286
6206,9,d,scored,,scored,,3287
6207,9, ,the,,a,3495,3288
6208,9,t,the,,the,3496,
6209,9,h,the,,the,,
6210,9,e,the,,the,,
6211,9, ,fifth,,try,3497,3289
6212,9,f,fifth,,first,3498,3290
6213,9,i,fifth,,final,3499,3291
6214,9,f,fifth,,fifth,3500,3292
6215,9,t,fifth,,fifth,,
6216,9,h,fifth,,fifth,,
6217,9, ,goal,,try,3501,3293
6218,9,g,goal,,goal,3502,3294
6219,9,o,goal,,goal,,
6220,9,a,goal,,goal,,
6221,9,l,goal,,goal,,
6222,9, ,for,,.,3503,3295
6223,9,f,for,,for,3504,3296
6224,9,o,for,,for,,
6225,9,r,for,,for,,
6226,9, ,argentina,,a,3505,3297
6227,9,a,argentina,,australia,3506,3298
6228,9,r,argentina,,argentina,3507,3299
6229,9,g,argentina,,argentina,,3300
6230,9,e,argentina,,argentina,,3301
6231,9,n,argentina,,argentina,,3302
6232,9,t,argentina,,argentina,,3303
6233,9,i,argentina,,argentina,,3304
6234,9,n,argentina,,argentina,,3305
6235,9,a,argentina,,argentina,,3306
6236,9, ,putting,,.,3508,3307
6237,9,p,putting,,played,3509,3308
6238,9,u,putting,,pulled,3510,3309
6239,9,t,putting,,put,3511,
6240,9,t,putting,,putting,3512,
6241,9,i,putting,,putting,,
6242,9,n,putting,,putting,,
6243,9,g,putting,,putting,,
6244,9, ,both,,the,3513,3310
6245,9,b,both,,back,3514,3311
6246,9,o,both,,both,3515,
6247,9,t,both,,both,,
6248,9,h,both,,both,,
6249,9, ,the,,the,3516,3312
6250,9,t,the,,the,,
6251,9,h,the,,the,,
6252,9,e,the,,the,,
6253,9, ,vaporaki,oov,us,3517,3313
6254,9,v,vaporaki,oov,very,3518,3314
6255,9,a,vaporaki,oov,various,3519,3315
6256,9,p,vaporaki,oov,on,3520,3316
6257,9,o,vaporaki,oov,vacancies,3521,3317
6258,9,r,vaporaki,oov,vote,3522,3318
6259,9,a,vaporaki,oov,back,3523,3319
6260,9,k,vaporaki,oov,variation,3524,3320
6261,9,i,vaporaki,oov,variables,3525,3321
6262,9, ,brothers',oov,and,3526,3322
6263,9,b,brothers',oov,blast,3527,3323
6264,9,r,brothers',oov,breakthrough,3528,3324
6265,9,o,brothers',oov,broadcast,3529,3325
6266,9,t,brothers',oov,newspaper,3530,3326
6267,9,h,brothers',oov,article,3531,3327
6268,9,e,brothers',oov,brother,3532,3328
6269,9,r,brothers',oov,elsewhere,3533,3329
6270,9,s,brothers',oov,brothers,3534,3330
6271,9,',brothers',oov,just,3535,3331
6272,9, ,names,,and,3536,3332
6273,9,n,names,,newspaper,3537,3333
6274,9,a,names,,national,3538,3334
6275,9,m,names,,names,3539,3335
6276,9,e,names,,names,,
6277,9,s,names,,names,,
6278,9, ,on,,of,3540,3336
6279,9,o,on,,on,3541,
6280,9,n,on,,on,,
6281,9, ,the,,the,3542,3337
6282,9,t,the,,the,,
6283,9,h,the,,the,,
6284,9,e,the,,the,,
6285,9, ,score,,internet,3543,3338
6286,9,s,score,,surface,3544,3339
6287,9,c,score,,scene,3545,3340
6288,9,o,score,,scope,3546,3341
6289,9,r,score,,score,3547,
6290,9,e,score,,score,,
6291,9, ,sheet,,of,3548,3342
6292,9,s,sheet,,she,3549,3343
6293,9,h,sheet,,shortly,3550,
6294,9,e,sheet,,shells,3551,
6295,9,e,sheet,,sheets,3552,
6296,9,t,sheet,,dedicated,3553,
6297,9, ,.,,.,3554,3344
6298,9,.,.,,.,,3345
6299,9, ,within,,the,3555,3346
6300,9,w,within,,when,3556,3347
6301,9,i,within,,with,3557,3348
6302,9,t,within,,without,3558,3349
6303,9,h,within,,within,3559,3350
6304,9,i,within,,within,,
6305,9,n,within,,within,,
6306,9, ,40,,three,3560,3351
6307,9,4,40,,40,3561,3352
6308,9,0,40,,40,,3353
6309,9, ,seconds,,days,3562,3354
6310,9,s,seconds,,seconds,3563,3355
6311,9,e,seconds,,seconds,,
6312,9,c,seconds,,seconds,,
6313,9,o,seconds,,seconds,,
6314,9,n,seconds,,seconds,,
6315,9,d,seconds,,seconds,,
6316,9,s,seconds,,seconds,,
6317,9, ,dmitry,,before,3564,3356
6318,9,d,dmitry,,down,3565,3357
6319,9,m,dmitry,,dmca,3566,3358
6320,9,i,dmitry,,dmitry,3567,3359
6321,9,t,dmitry,,dmitry,,3360
6322,9,r,dmitry,,dmitry,,3361
6323,9,y,dmitry,,dmitry,,3362
6324,9, ,lyskov,oov,errors,3568,3363
6325,9,l,lyskov,oov,last,3569,3364
6326,9,y,lyskov,oov,lying,3570,3365
6327,9,s,lyskov,oov,southwestern,3571,3366
6328,9,k,lyskov,oov,from,3572,3367
6329,9,o,lyskov,oov,asylum,3573,3368
6330,9,v,lyskov,oov,lastly,3574,3369
6331,9, ,scored,,was,3575,3370
6332,9,s,scored,,scored,3576,3371
6333,9,c,scored,,scored,,3372
6334,9,o,scored,,scored,,
6335,9,r,scored,,scored,,
6336,9,e,scored,,scored,,
6337,9,d,scored,,scored,,
6338,9, ,a,,a,3577,3373
6339,9,a,a,,a,,
6340,9, ,goal,,try,3578,3374
6341,9,g,goal,,goal,3579,
6342,9,o,goal,,goal,,
6343,9,a,goal,,goal,,
6344,9,l,goal,,goal,,
6345,9, ,for,,in,3580,3375
6346,9,f,for,,from,3581,
6347,9,o,for,,for,3582,
6348,9,r,for,,for,,
6349,9, ,russia,,the,3583,3376
6350,9,r,russia,,runs,3584,3377
6351,9,u,russia,,russia,3585,3378
6352,9,s,russia,,russia,,3379
6353,9,s,russia,,russia,,3380
6354,9,i,russia,,russia,,3381
6355,9,a,russia,,russia,,3382
6356,9, ,and,,.,3586,3383
6357,9,a,and,,and,3587,
6358,9,n,and,,and,,
6359,9,d,and,,and,,
6360,9, ,in,,the,3588,3384
6361,9,i,in,,india,3589,3385
6362,9,n,in,,in,3590,
6363,9, ,the,,the,3591,3386
6364,9,t,the,,the,,
6365,9,h,the,,the,,
6366,9,e,the,,the,,
6367,9, ,final,,final,3592,3387
6368,9,f,final,,final,,3388
6369,9,i,final,,final,,3389
6370,9,n,final,,final,,
6371,9,a,final,,final,,
6372,9,l,final,,final,,
6373,9, ,minute,,round,3593,3390
6374,9,m,minute,,minute,3594,3391
6375,9,i,minute,,minute,,
6376,9,n,minute,,minute,,
6377,9,u,minute,,minute,,
6378,9,t,minute,,minute,,
6379,9,e,minute,,minute,,
6380,9, ,lima,,until,3595,3392
6381,9,l,lima,,last,3596,3393
6382,9,i,lima,,appearing,3597,3394
6383,9,m,lima,,limit,3598,3395
6384,9,a,lima,,qualification,3599,3396
6385,9, ,scored,,.,3600,3397
6386,9,s,scored,,scored,3601,3398
6387,9,c,scored,,scored,,3399
6388,9,o,scored,,scored,,
6389,9,r,scored,,scored,,
6390,9,e,scored,,scored,,
6391,9,d,scored,,scored,,
6392,9, ,a,,a,3602,3400
6393,9,a,a,,a,,
6394,9, ,penalty,,try,3603,3401
6395,9,p,penalty,,point,3604,3402
6396,9,e,penalty,,penalty,3605,3403
6397,9,n,penalty,,penalty,,
6398,9,a,penalty,,penalty,,
6399,9,l,penalty,,penalty,,
6400,9,t,penalty,,penalty,,
6401,9,y,penalty,,penalty,,
6402,9, ,completing,,goal,3606,3404
6403,9,c,completing,,coming,3607,3405
6404,9,o,completing,,conference,3608,3406
6405,9,m,completing,,comeback,3609,3407
6406,9,p,completing,,completely,3610,3408
6407,9,l,completing,,complete,3611,3409
6408,9,e,completing,,release,3612,3410
6409,9,t,completing,,completed,3613,
6410,9,i,completing,,completing,3614,
6411,9,n,completing,,completing,,
6412,9,g,completing,,completing,,
6413,9, ,his,,goal,3615,3411
6414,9,h,his,,his,3616,
6415,9,i,his,,his,,
6416,9,s,his,,his,,
6417,9, ,but,,release,3617,3412
6418,9,b,but,,band,3618,3413
6419,9,u,but,,budget,3619,3414
6420,9,t,but,,but,3620,
6421,9, ,argentina,,in,3621,3415
6422,9,a,argentina,,at,3622,3416
6423,9,r,argentina,,are,3623,3417
6424,9,g,argentina,,argues,3624,3418
6425,9,e,argentina,,argentina,3625,3419
6426,9,n,argentina,,argentina,,3420
6427,9,t,argentina,,argentina,,3421
6428,9,i,argentina,,argentina,,3422
6429,9,n,argentina,,argentina,,3423
6430,9,a,argentina,,argentina,,3424
6431,9, ,was,,was,3626,3425
6432,9,w,was,,was,,
6433,9,a,was,,was,,
6434,9,s,was,,was,,
6435,9, ,still,,also,3627,3426
6436,9,s,still,,sent,3628,3427
6437,9,t,still,,still,3629,
6438,9,i,still,,still,,
6439,9,l,still,,still,,
6440,9,l,still,,still,,
6441,9, ,ahead,,in,3630,3428
6442,9,a,ahead,,alive,3631,3429
6443,9,h,ahead,,ahead,3632,3430
6444,9,e,ahead,,ahead,,
6445,9,a,ahead,,ahead,,
6446,9,d,ahead,,ahead,,
6447,9, ,and,,in,3633,3431
6448,9,a,and,,and,3634,
6449,9,n,and,,and,,
6450,9,d,and,,and,,
6451,9, ,won,,the,3635,3432
6452,9,w,won,,when,3636,3433
6453,9,o,won,,won,3637,3434
6454,9,n,won,,won,,
6455,9, ,54,,the,3638,3435
6456,9,5,54,,50,3639,3436
6457,9,4,54,,54,3640,3437
6458,9, ,at,,minutes,3641,3438
6459,9,a,at,,and,3642,3439
6460,9,t,at,,at,3643,3440
6461,9, ,the,,the,3644,3441
6462,9,t,the,,the,,
6463,9,h,the,,the,,
6464,9,e,the,,the,,
6465,9, ,end,,airport,3645,3442
6466,9,e,end,,end,3646,
6467,9,n,end,,end,,
6468,9,d,end,,end,,
6469,9, ,of,,of,3647,3443
6470,9,o,of,,of,,
6471,9,f,of,,of,,
6472,9, ,the,,the,3648,3444
6473,9,t,the,,the,,3445
6474,9,h,the,,the,,3446
6475,9,e,the,,the,,3447
6476,9, ,final,,match,3649,3448
6477,9,f,final,,first,3650,3449
6478,9,i,final,,final,3651,
6479,9,n,final,,final,,
6480,9,a,final,,final,,
6481,9,l,final,,final,,
6482,9, ,time,,match,3652,3450
6483,9,t,time,,two,3653,3451
6484,9,i,time,,time,3654,3452
6485,9,m,time,,time,,
6486,9,e,time,,time,,
6487,9, ,at,,.,3655,3453
6488,9,a,at,,and,3656,3454
6489,9,t,at,,at,3657,3455
6490,9, ,the,,the,3658,3456
6491,9,t,the,,the,,3457
6492,9,h,the,,the,,3458
6493,9,e,the,,the,,3459
6494,9, ,stadium,,end,3659,3460
6495,9,s,stadium,,start,3660,3461
6496,9,t,stadium,,stage,3661,3462
6497,9,a,stadium,,station,3662,
6498,9,d,stadium,,stadium,3663,
6499,9,i,stadium,,stadium,,
6500,9,u,stadium,,stadium,,
6501,9,m,stadium,,stadium,,
6502,9, ,in,,.,3664,3463
6503,9,i,in,,in,3665,3464
6504,9,n,in,,in,,
6505,9, ,the,,the,3666,3465
6506,9,t,the,,the,,3466
6507,9,h,the,,the,,3467
6508,9,e,the,,the,,3468
6509,9, ,city,,area,3667,3469
6510,9,c,city,,city,3668,3470
6511,9,i,city,,city,,3471
6512,9,t,city,,city,,
6513,9,y,city,,city,,
6514,9, ,of,,.,3669,3472
6515,9,o,of,,of,3670,
6516,9,f,of,,of,,
6517,9, ,.,,san,3671,3473
6518,9,.,.,,.,3672,3474
6519,10,o,on,,on,3673,3475
6520,10,n,on,,on,,3476
6521,10, ,her,,the,3674,3477
6522,10,h,her,,his,3675,3478
6523,10,e,her,,her,3676,
6524,10,r,her,,her,,
6525,10, ,organization's,,request,3677,3479
6526,10,o,organization's,,own,3678,3480
6527,10,r,organization's,,or,3679,3481
6528,10,g,organization's,,organization's,3680,3482
6529,10,a,organization's,,organization's,,3483
6530,10,n,organization's,,organization's,,3484
6531,10,i,organization's,,organization's,,3485
6532,10,z,organization's,,organization's,,3486
6533,10,a,organization's,,organization's,,3487
6534,10,t,organization's,,organization's,,3488
6535,10,i,organization's,,organization's,,3489
6536,10,o,organization's,,organization's,,3490
6537,10,n,organization's,,organization's,,3491
6538,10,',organization's,,organization's,,
6539,10,s,organization's,,organization's,,
6540,10, ,reasons,,website,3681,3492
6541,10,r,reasons,,rights,3682,3493
6542,10,e,reasons,,religion,3683,3494
6543,10,a,reasons,,reaction,3684,3495
6544,10,s,reasons,,reasons,3685,3496
6545,10,o,reasons,,reasons,,3497
6546,10,n,reasons,,reasons,,3498
6547,10,s,reasons,,reasons,,3499
6548,10, ,for,,for,3686,3500
6549,10,f,for,,for,,
6550,10,o,for,,for,,
6551,10,r,for,,for,,
6552,10, ,publishing,,the,3687,3501
6553,10,p,publishing,,political,3688,3502
6554,10,u,publishing,,public,3689,3503
6555,10,b,publishing,,publishing,3690,3504
6556,10,l,publishing,,publishing,,
6557,10,i,publishing,,publishing,,
6558,10,s,publishing,,publishing,,
6559,10,h,publishing,,publishing,,
6560,10,i,publishing,,publishing,,
6561,10,n,publishing,,publishing,,
6562,10,g,publishing,,publishing,,
6563,10, ,the,,a,3691,3505
6564,10,t,the,,the,3692,3506
6565,10,h,the,,the,,3507
6566,10,e,the,,the,,3508
6567,10, ,guide,,first,3693,3509
6568,10,g,guide,,government,3694,3510
6569,10,u,guide,,guys,3695,3511
6570,10,i,guide,,guidelines,3696,
